rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:5BZsQlgw21vDOAjoqkNgKb","Justin Bieber","DAISIES","JRC Entertainment, LLC / ILH Production Co. LLC / Def Jam Recordings",1,1,8,"1901858"
2,"spotify:track:1CPZ5BxNNd0n0nF4Orb9JS","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Golden","K-Pop Demon Hunters",1,2,27,"1711473"
3,"spotify:track:6wHpLMmp98aHcV8L1JFrj8","Alex Warren","Eternity","Atlantic Records",3,-1,1,"1597164"
4,"spotify:track:1I37Zz2g3hk9eWxaNkj031","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Your Idol","K-Pop Demon Hunters",1,3,27,"1493852"
5,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",1,6,162,"1304445"
6,"spotify:track:3RXUgPNIbUgFxsDWuBQEt6","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","How It’s Done","K-Pop Demon Hunters",4,4,26,"1225126"
7,"spotify:track:02sy7FAs8dkDNYsHp4Ul3f","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Soda Pop","K-Pop Demon Hunters",5,5,26,"1151007"
8,"spotify:track:4WFgvKVfEhb3IUAFGrutTR","Ravyn Lenae","Love Me Not","Atlantic Records",5,9,132,"1019918"
9,"spotify:track:5sBDrrtLGbV64QJnEqfjer","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","What It Sounds Like","K-Pop Demon Hunters",8,8,26,"983863"
10,"spotify:track:04emojnbYkrRmv5qtJcgVP","Morgan Wallen, Tate McRae","What I Want (feat. Tate McRae)","Big Loud Records / Mercury Records / Republic Records",1,13,64,"981095"
11,"spotify:track:0MHStU0muAIEMbwdnebYu2","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Takedown","K-Pop Demon Hunters",11,12,25,"928417"
12,"spotify:track:5DxDLsW6PsLz5gkwC7Mk5S","Rumi, Jinu, EJAE, Andrew Choi, KPop Demon Hunters Cast","Free","K-Pop Demon Hunters",10,10,26,"923147"
13,"spotify:track:29iva9idM6rFCPUlu7Rhxl","Justin Bieber","YUKON","JRC Entertainment, LLC / ILH Production Co. LLC / Def Jam Recordings",3,11,8,"911162"
14,"spotify:track:42UBPzRMh5yyz0EDPr6fr1","Sabrina Carpenter","Manchild","Island Records",1,16,43,"903152"
15,"spotify:track:4AajxCEwGEsmHmT4H1TwjY","sombr","undressed","Warner Records",2,17,115,"854020"
16,"spotify:track:2DDo2QqElDO9PgOHeGtQiy","Zach Bryan, Gabriella Rose","Madeline (feat. Gabriella Rose)","Warner Records",16,-1,1,"820412"
17,"spotify:track:5z0LSDpPpGwc2ZyJHpsE3J","Morgan Wallen","Just In Case","Big Loud Records / Mercury Records / Republic Records",2,18,120,"818360"
18,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",6,21,1654,"808866"
19,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",17,24,498,"785182"
20,"spotify:track:57GsLpRtEtrzcPGPop20rS","Drake","What Did I Miss?","OVO/Republic",1,15,14,"784729"
21,"spotify:track:0FTmksd2dxiE5e3rWyJXs6","sombr","back to friends","Warner Records",1,7,122,"774794"
22,"spotify:track:3siwsiaEoU4Kuuc9WKMUy5","The Marías","No One Noticed","Nice Life/Atlantic",4,22,336,"770409"
23,"spotify:track:4gfrYDtaRmp6HPvN80V2ob","Morgan Wallen","I Got Better","Big Loud Records / Mercury Records / Republic Records",4,26,64,"765736"
24,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",2,25,428,"747946"
25,"spotify:track:2qPQcfUgizNDOIv1orkTAd","Alex Warren, Jelly Roll","Bloodline (with Jelly Roll)","Atlantic Records",9,71,57,"744592"
26,"spotify:track:6393yGahSJ9slVdOwSxOVR","Chappell Roan","Pink Pony Club","Chappell Roan PS/ Island",4,30,409,"741129"
27,"spotify:track:3AD73lKeY2c9JhsHRqWkOw","Travis Scott","KICK OUT","Cactus Jack / Epic",4,20,6,"738653"
28,"spotify:track:7AeM1BGYM7emrqmQn1PuWv","Morgan Wallen","I'm The Problem","Big Loud Records / Mercury Records / Republic Records",1,27,169,"737254"
29,"spotify:track:01p5urrGw5fuFCcfT7PBgc","Justin Bieber","GO BABY","JRC Entertainment, LLC / ILH Production Co. LLC / Def Jam Recordings",4,23,8,"720934"
30,"spotify:track:5IZXB5IKAD2qlvTPJYDCFB","Post Malone, Morgan Wallen","I Had Some Help (Feat. Morgan Wallen)","Mercury Records / Republic Records",1,31,435,"717031"
31,"spotify:track:1097cG16gzkhlPgkUt6KA0","Travis Scott, Don Toliver","CHAMPAIN & VACAY","Cactus Jack / Epic",2,19,6,"702838"
32,"spotify:track:2ipIPsgrgd0j2beDf4Ki70","Benson Boone","Mystical Magical","Night Street Records, Inc./Warner Records Inc.",5,33,85,"701773"
