rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:57GsLpRtEtrzcPGPop20rS","Drake","What Did I Miss?","OVO/Republic",1,-1,1,"1363867"
2,"spotify:track:0M7mWKqwTIaVjYyxfZmtTa","Toby Keith","Courtesy Of The Red, White And Blue (The Angry American)","DreamWorks Nashville",1,1,27,"1256456"
3,"spotify:track:1I37Zz2g3hk9eWxaNkj031","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Your Idol","K-Pop Demon Hunters",1,4,14,"1121866"
4,"spotify:track:1CPZ5BxNNd0n0nF4Orb9JS","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Golden","K-Pop Demon Hunters",2,5,14,"1100346"
5,"spotify:track:0FTmksd2dxiE5e3rWyJXs6","sombr","back to friends","Warner Records",1,8,110,"996014"
6,"spotify:track:2RkZ5LkEzeHGRsmDqKwmaJ","Alex Warren","Ordinary","Atlantic Records",1,14,149,"937804"
7,"spotify:track:3E7dfMvvCLUddWissuqMwr","Miley Cyrus","Party In The U.S.A.","Hollywood Records",3,3,317,"916114"
8,"spotify:track:04emojnbYkrRmv5qtJcgVP","Morgan Wallen, Tate McRae","What I Want (feat. Tate McRae)","Big Loud Records / Mercury Records / Republic Records",1,17,51,"865328"
9,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",6,11,1641,"855717"
10,"spotify:track:42UBPzRMh5yyz0EDPr6fr1","Sabrina Carpenter","Manchild","Island Records",1,15,30,"853022"
11,"spotify:track:4WFgvKVfEhb3IUAFGrutTR","Ravyn Lenae","Love Me Not","Atlantic Records",5,18,119,"845498"
12,"spotify:track:3RXUgPNIbUgFxsDWuBQEt6","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","How It’s Done","K-Pop Demon Hunters",8,19,13,"836599"
13,"spotify:track:5IZXB5IKAD2qlvTPJYDCFB","Post Malone, Morgan Wallen","I Had Some Help (Feat. Morgan Wallen)","Mercury Records / Republic Records",1,7,422,"833797"
14,"spotify:track:0LQtEJt7x0s6knb6RKdRYc","Zac Brown Band","Chicken Fried","Home Grown Music",6,6,192,"822749"
15,"spotify:track:0dOg1ySSI7NkpAe89Zo0b9","Bruce Springsteen","Born in the U.S.A.","Columbia",2,2,17,"816715"
16,"spotify:track:5fZJQrFKWQLb7FpJXZ1g7K","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",1,16,450,"797128"
17,"spotify:track:5z0LSDpPpGwc2ZyJHpsE3J","Morgan Wallen","Just In Case","Big Loud Records / Mercury Records / Republic Records",2,20,107,"791018"
18,"spotify:track:02sy7FAs8dkDNYsHp4Ul3f","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Soda Pop","K-Pop Demon Hunters",10,22,13,"785031"
19,"spotify:track:7e89621JPkKaeDSTQ3avtg","Lynyrd Skynyrd","Sweet Home Alabama","Geffen*",9,9,31,"769188"
20,"spotify:track:6393yGahSJ9slVdOwSxOVR","Chappell Roan","Pink Pony Club","Chappell Roan PS/ Island",4,26,396,"730220"
21,"spotify:track:4gfrYDtaRmp6HPvN80V2ob","Morgan Wallen","I Got Better","Big Loud Records / Mercury Records / Republic Records",4,25,51,"714041"
22,"spotify:track:4AajxCEwGEsmHmT4H1TwjY","sombr","undressed","Warner Records",2,28,102,"709993"
23,"spotify:track:2ipIPsgrgd0j2beDf4Ki70","Benson Boone","Mystical Magical","Night Street Records, Inc./Warner Records Inc.",5,31,72,"693187"
24,"spotify:track:7AeM1BGYM7emrqmQn1PuWv","Morgan Wallen","I'm The Problem","Big Loud Records / Mercury Records / Republic Records",1,32,156,"680996"
25,"spotify:track:53LwBS4bovyljsMlLqGfd6","Tom Petty and the Heartbreakers","American Girl","Tom Petty P&D",10,10,17,"680381"
26,"spotify:track:5sBDrrtLGbV64QJnEqfjer","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","What It Sounds Like","K-Pop Demon Hunters",14,35,13,"673597"
27,"spotify:track:1dgWTMoHwTUnQhOQ8SR5fV","Kenny Chesney","American Kids","Legacy Recordings",23,23,22,"672583"
28,"spotify:track:4r6eNCsrZnQWJzzvFh4nlg","Katy Perry","Firework","Capitol Records",13,13,15,"668291"
29,"spotify:track:2u9S9JJ6hTZS3Vf22HOZKg","Drake","NOKIA","OVO Sound",1,34,142,"660968"
30,"spotify:track:2CGNAOSuO1MEFCbBRgUzjd","Kendrick Lamar, SZA","luther (with sza)","pgLang, under exclusive license to Interscope Records",1,30,226,"653652"
31,"spotify:track:5DxDLsW6PsLz5gkwC7Mk5S","Rumi, Jinu, EJAE, Andrew Choi, KPop Demon Hunters Cast","Free","K-Pop Demon Hunters",16,39,13,"652353"
