date,title,artist,view_type,Global_position,Global_streams,US_position,US_streams,PH_position,PH_streams,AU_position,AU_streams,CA_position,CA_streams,GB_position,GB_streams,MY_position,MY_streams,TW_position,TW_streams,DE_position,DE_streams,SG_position,SG_streams,KR_position,KR_streams,NZ_position,NZ_streams,HK_position,HK_streams,SE_position,SE_streams,NO_position,NO_streams,HU_position,HU_streams,AE_position,AE_streams,DK_position,DK_streams,IS_position,IS_streams,SA_position,SA_streams,IE_position,IE_streams,CH_position,CH_streams,EE_position,EE_streams,song_id,MX_position,MX_streams,ID_position,ID_streams,BR_position,BR_streams,FR_position,FR_streams,PL_position,PL_streams,ES_position,ES_streams,TH_position,TH_streams,NL_position,NL_streams,CL_position,CL_streams,IT_position,IT_streams,JP_position,JP_streams,PE_position,PE_streams,CO_position,CO_streams,AR_position,AR_streams,ZA_position,ZA_streams,BE_position,BE_streams,CZ_position,CZ_streams,AT_position,AT_streams,FI_position,FI_streams,PT_position,PT_streams,IL_position,IL_streams,RO_position,RO_streams,GR_position,GR_streams,NG_position,NG_streams,SK_position,SK_streams,CR_position,CR_streams,EC_position,EC_streams,PK_position,PK_streams,VE_position,VE_streams,GT_position,GT_streams,BO_position,BO_streams,UA_position,UA_streams,PA_position,PA_streams,VN_position,VN_streams,LT_position,LT_streams,KZ_position,KZ_streams,DO_position,DO_streams,BG_position,BG_streams,SV_position,SV_streams,LV_position,LV_streams,LU_position,LU_streams,UY_position,UY_streams,HN_position,HN_streams,PY_position,PY_streams,NI_position,NI_streams
2025-08-05,Golden,Unknown,daily,1,7713596,1,2007768,3,762318,1,319026,1,291123,3.0,363756.0,1,150361,2,125098,2.0,347066.0,2,129290,2,104068,1,54508,4,34483,2.0,111705.0,2.0,79625.0,7.0,28338.0,2,15341,13.0,43754.0,3.0,5151.0,10,12305,11.0,34448.0,2.0,32996.0,17.0,3905.0,1CPZ5BxNNd0n0nF4Orb9JS,60.0,347723.0,65.0,308654.0,73.0,252662.0,38.0,149626.0,6.0,116419.0,58.0,112787.0,23.0,96997.0,15.0,96317.0,33.0,86747.0,70.0,79201.0,53.0,98178.0,39.0,44288.0,121.0,56278.0,90.0,61032.0,23.0,34048.0,6.0,38042.0,4.0,32134.0,2.0,29819.0,16.0,33193.0,18.0,29580.0,35.0,21001.0,24.0,14144.0,118.0,16196.0,,,9.0,11573.0,59.0,11337.0,104.0,14643.0,128.0,8936.0,69.0,7990.0,154.0,13125.0,44.0,7829.0,96.0,6544.0,33.0,6703.0,,,18.0,5680.0,37.0,5206.0,83.0,5824.0,26.0,4866.0,122.0,5417.0,13.0,4114.0,4.0,2598.0,149.0,3736.0,168.0,4173.0,120.0,4766.0,189.0,2665.0
2025-08-06,Golden,Unknown,daily,1,7649662,1,1921980,3,760165,1,325769,1,293485,3.0,362290.0,1,150280,2,126339,2.0,348830.0,2,129077,2,99869,1,55791,2,45399,2.0,115654.0,2.0,84113.0,7.0,27348.0,2,15685,12.0,44781.0,5.0,5071.0,10,11796,11.0,34449.0,2.0,33654.0,16.0,3979.0,1CPZ5BxNNd0n0nF4Orb9JS,60.0,348308.0,65.0,315136.0,75.0,251720.0,37.0,149309.0,6.0,115692.0,58.0,113326.0,28.0,93544.0,15.0,97130.0,33.0,90984.0,75.0,79201.0,54.0,98940.0,40.0,41653.0,134.0,55490.0,90.0,62428.0,23.0,33808.0,7.0,37930.0,6.0,31382.0,2.0,29911.0,20.0,31962.0,19.0,29472.0,37.0,20592.0,25.0,13507.0,119.0,15696.0,,,10.0,11255.0,63.0,11514.0,104.0,14962.0,120.0,9172.0,68.0,7931.0,155.0,13226.0,44.0,7203.0,102.0,6345.0,33.0,6871.0,,,21.0,5607.0,38.0,5046.0,81.0,5999.0,27.0,4657.0,128.0,5230.0,17.0,4187.0,4.0,2511.0,151.0,3718.0,169.0,4353.0,164.0,4536.0,187.0,2742.0
2025-08-07,Golden,Unknown,daily,1,7669638,1,1922394,3,775337,1,321878,1,295524,3.0,368019.0,1,156775,2,126042,2.0,352134.0,2,127172,2,100155,1,57396,2,45127,1.0,117427.0,3.0,86189.0,8.0,27213.0,2,15492,15.0,45172.0,5.0,5441.0,8,12099,12.0,34937.0,2.0,34734.0,16.0,3910.0,1CPZ5BxNNd0n0nF4Orb9JS,67.0,345787.0,62.0,300395.0,76.0,254895.0,39.0,147195.0,7.0,115788.0,57.0,115125.0,27.0,94254.0,15.0,96145.0,34.0,90781.0,69.0,82098.0,53.0,99353.0,43.0,43038.0,119.0,52801.0,94.0,62015.0,28.0,34673.0,8.0,38489.0,6.0,31476.0,2.0,30407.0,24.0,30027.0,19.0,29807.0,44.0,21841.0,31.0,13618.0,130.0,16030.0,,,10.0,11520.0,74.0,11420.0,126.0,14522.0,121.0,9285.0,73.0,7844.0,177.0,12975.0,49.0,6987.0,105.0,6655.0,37.0,6797.0,198.0,22306.0,27.0,5610.0,41.0,5031.0,86.0,5920.0,30.0,4777.0,121.0,5894.0,18.0,4213.0,4.0,2647.0,164.0,3708.0,189.0,4217.0,161.0,4607.0,,
2025-08-08,Golden,Unknown,daily,1,7837140,1,1964124,3,771119,1,320136,1,305847,3.0,394036.0,1,159643,2,124406,4.0,366466.0,2,127257,2,97841,1,62216,2,44530,1.0,129098.0,2.0,95431.0,11.0,27864.0,2,16240,17.0,50048.0,5.0,5662.0,10,10787,11.0,36471.0,4.0,36431.0,28.0,3935.0,1CPZ5BxNNd0n0nF4Orb9JS,71.0,342196.0,65.0,292848.0,87.0,256865.0,43.0,149271.0,9.0,119839.0,58.0,116971.0,27.0,96878.0,17.0,106065.0,52.0,93334.0,68.0,84860.0,53.0,103939.0,41.0,43748.0,133.0,55180.0,104.0,63804.0,49.0,38221.0,7.0,40477.0,6.0,33120.0,3.0,31756.0,27.0,32657.0,18.0,30237.0,36.0,20533.0,30.0,14235.0,128.0,16231.0,,,10.0,11914.0,72.0,11790.0,149.0,14378.0,123.0,9131.0,72.0,7961.0,183.0,13053.0,44.0,8026.0,122.0,6475.0,38.0,7094.0,,,24.0,6147.0,52.0,4938.0,98.0,5875.0,31.0,4716.0,116.0,6204.0,14.0,4429.0,4.0,2866.0,189.0,3762.0,,,159.0,4630.0,,
2025-08-09,Golden,Unknown,daily,1,7794877,1,1913939,3,862772,1,355320,1,300756,2.0,374514.0,1,168256,3,123832,2.0,354609.0,2,108963,2,95119,1,61658,2,42185,1.0,126936.0,2.0,88371.0,12.0,25405.0,2,15164,15.0,47394.0,6.0,5187.0,8,11557,11.0,36518.0,3.0,34517.0,22.0,3702.0,1CPZ5BxNNd0n0nF4Orb9JS,77.0,331424.0,63.0,309742.0,106.0,245257.0,48.0,140884.0,11.0,120188.0,58.0,108170.0,22.0,99762.0,14.0,104659.0,47.0,82215.0,76.0,81528.0,51.0,103289.0,43.0,42333.0,136.0,53713.0,109.0,63014.0,44.0,42316.0,10.0,38651.0,2.0,31746.0,3.0,29944.0,17.0,34287.0,20.0,28719.0,32.0,16036.0,29.0,13628.0,124.0,15740.0,,,5.0,11453.0,72.0,11919.0,145.0,14302.0,113.0,10095.0,78.0,7153.0,182.0,12592.0,49.0,7295.0,118.0,6064.0,37.0,7008.0,,,26.0,5877.0,48.0,4739.0,117.0,5551.0,27.0,4503.0,120.0,5913.0,11.0,4184.0,6.0,2446.0,160.0,3979.0,,,,,,
2025-08-10,Golden,Unknown,daily,1,7290189,1,1765448,3,856177,1,352223,1,282807,1.0,354394.0,1,153208,2,117534,1.0,313867.0,2,112417,2,95397,1,59167,3,39244,1.0,117143.0,1.0,88541.0,8.0,24555.0,2,14153,10.0,44753.0,3.0,5066.0,9,11861,10.0,33013.0,2.0,31854.0,18.0,3667.0,1CPZ5BxNNd0n0nF4Orb9JS,79.0,283719.0,76.0,305311.0,119.0,206246.0,45.0,124325.0,7.0,103871.0,57.0,100852.0,23.0,92329.0,13.0,96079.0,38.0,76798.0,75.0,73342.0,51.0,97438.0,42.0,37809.0,125.0,48499.0,115.0,55881.0,36.0,36505.0,9.0,36072.0,2.0,31055.0,3.0,27042.0,12.0,31540.0,16.0,26490.0,36.0,21576.0,29.0,12488.0,117.0,14903.0,,,5.0,10985.0,70.0,10001.0,135.0,12335.0,116.0,9341.0,76.0,6458.0,164.0,11184.0,48.0,6638.0,127.0,5575.0,38.0,6440.0,,,17.0,5483.0,53.0,4338.0,116.0,5106.0,27.0,4516.0,132.0,5076.0,12.0,3792.0,5.0,2264.0,167.0,3624.0,189.0,3879.0,192.0,3745.0,,
2025-08-11,Golden,Unknown,daily,1,7480351,1,1871526,3,750470,1,323934,1,296568,1.0,381892.0,1,141711,2,115353,2.0,348957.0,2,126059,2,94675,1,56323,3,43406,1.0,120683.0,1.0,94480.0,10.0,26538.0,2,16108,16.0,43331.0,2.0,5095.0,14,11523,11.0,35380.0,2.0,33675.0,17.0,4001.0,1CPZ5BxNNd0n0nF4Orb9JS,67.0,318790.0,83.0,268537.0,70.0,247633.0,42.0,137548.0,9.0,116250.0,55.0,114820.0,28.0,90257.0,12.0,105398.0,42.0,87535.0,65.0,76532.0,53.0,102698.0,45.0,40352.0,127.0,51935.0,107.0,59552.0,29.0,32028.0,6.0,39119.0,5.0,32496.0,3.0,30919.0,19.0,31605.0,17.0,28629.0,34.0,20973.0,27.0,13334.0,118.0,15602.0,,,8.0,11747.0,70.0,10717.0,129.0,12845.0,131.0,8852.0,71.0,7441.0,168.0,12211.0,46.0,7975.0,135.0,5900.0,37.0,6440.0,,,22.0,5733.0,55.0,4661.0,105.0,5375.0,28.0,4704.0,119.0,5935.0,15.0,4130.0,4.0,2650.0,147.0,3778.0,192.0,4061.0,171.0,4248.0,,
2025-08-12,Golden,Unknown,daily,1,7605972,1,1919677,4,747563,1,323269,1,305852,1.0,390131.0,1,144020,2,118726,1.0,350506.0,2,120034,2,98608,1,57970,2,43968,1.0,120449.0,1.0,97125.0,10.0,26213.0,1,16470,14.0,44374.0,2.0,5351.0,13,11588,11.0,38201.0,2.0,34857.0,15.0,3861.0,1CPZ5BxNNd0n0nF4Orb9JS,69.0,332139.0,82.0,266900.0,71.0,261489.0,41.0,137752.0,11.0,115332.0,54.0,115380.0,29.0,93683.0,12.0,105778.0,39.0,86109.0,66.0,77064.0,52.0,105933.0,45.0,40602.0,143.0,53359.0,98.0,61998.0,30.0,32691.0,6.0,39598.0,5.0,31801.0,2.0,31768.0,17.0,33193.0,17.0,28929.0,32.0,21331.0,29.0,13139.0,118.0,15243.0,,,9.0,11588.0,67.0,11280.0,113.0,14096.0,136.0,9002.0,73.0,7487.0,171.0,12621.0,49.0,8101.0,134.0,5987.0,37.0,6602.0,,,26.0,5677.0,65.0,4501.0,84.0,5597.0,26.0,4697.0,113.0,6341.0,13.0,4190.0,4.0,2556.0,140.0,3916.0,198.0,4065.0,192.0,4221.0,,
2025-08-13,Golden,Unknown,daily,1,7618800,1,1923042,4,741846,1,330732,1,309447,1.0,390842.0,1,139521,2,106549,1.0,346379.0,2,120559,2,93318,1,59054,2,42538,1.0,118666.0,1.0,98215.0,10.0,26096.0,1,16340,17.0,44763.0,2.0,5255.0,8,12024,10.0,38341.0,2.0,36256.0,16.0,3949.0,1CPZ5BxNNd0n0nF4Orb9JS,65.0,337257.0,84.0,265650.0,75.0,260367.0,39.0,137906.0,12.0,113656.0,54.0,114832.0,29.0,89530.0,11.0,106857.0,39.0,88094.0,65.0,77003.0,51.0,107103.0,43.0,42218.0,125.0,55131.0,100.0,61343.0,29.0,32764.0,6.0,39786.0,5.0,32091.0,2.0,31034.0,16.0,34106.0,17.0,29266.0,31.0,22146.0,27.0,13302.0,112.0,15423.0,,,9.0,11605.0,66.0,11580.0,107.0,14498.0,147.0,9162.0,71.0,7654.0,172.0,12774.0,48.0,8206.0,134.0,5879.0,37.0,6727.0,,,21.0,5939.0,73.0,4327.0,77.0,5631.0,28.0,4644.0,119.0,6278.0,11.0,4183.0,4.0,2460.0,130.0,3733.0,181.0,4200.0,181.0,4425.0,,
2025-08-14,Golden,Unknown,daily,1,7747752,1,1969939,3,743596,1,335435,1,322257,1.0,402860.0,1,140308,2,114210,1.0,351520.0,2,121623,2,92870,1,60326,3,40011,1.0,119734.0,1.0,96698.0,9.0,26134.0,1,17376,13.0,46591.0,2.0,5525.0,7,12150,9.0,39599.0,2.0,37132.0,16.0,4068.0,1CPZ5BxNNd0n0nF4Orb9JS,66.0,339914.0,88.0,265795.0,68.0,260485.0,40.0,143691.0,20.0,119609.0,54.0,119378.0,30.0,90340.0,10.0,109837.0,37.0,93605.0,62.0,79824.0,52.0,107807.0,43.0,42586.0,129.0,55387.0,99.0,61939.0,31.0,34119.0,8.0,40576.0,4.0,32041.0,2.0,32759.0,16.0,35362.0,15.0,30584.0,31.0,24305.0,27.0,14336.0,115.0,15782.0,,,9.0,11567.0,66.0,11645.0,106.0,14595.0,129.0,9186.0,75.0,7732.0,172.0,12614.0,43.0,8514.0,129.0,6091.0,35.0,6835.0,,,20.0,6404.0,60.0,4553.0,89.0,5411.0,31.0,4592.0,113.0,6309.0,14.0,4306.0,4.0,2611.0,146.0,3675.0,167.0,4345.0,199.0,4454.0,,
2025-08-15,Golden,Unknown,daily,1,7911466,1,2060197,3,746617,1,338425,1,335800,1.0,428145.0,1,147563,2,115020,4.0,369989.0,2,116122,2,94902,1,65836,2,42855,1.0,133752.0,2.0,105052.0,10.0,27241.0,2,17797,17.0,51250.0,3.0,5838.0,8,11139,11.0,42356.0,2.0,39282.0,20.0,4214.0,1CPZ5BxNNd0n0nF4Orb9JS,68.0,342472.0,82.0,267188.0,93.0,258891.0,45.0,135286.0,17.0,106713.0,54.0,108242.0,27.0,91329.0,12.0,123253.0,36.0,85248.0,68.0,71070.0,51.0,107114.0,39.0,43639.0,157.0,53717.0,108.0,61419.0,39.0,37869.0,9.0,39526.0,5.0,33798.0,1.0,29609.0,16.0,40038.0,15.0,27633.0,31.0,22713.0,34.0,13436.0,118.0,14228.0,,,10.0,11806.0,62.0,12126.0,112.0,14762.0,124.0,8849.0,75.0,7602.0,193.0,12287.0,44.0,8264.0,129.0,6157.0,38.0,6986.0,,,26.0,5970.0,68.0,4477.0,82.0,5908.0,29.0,4691.0,116.0,6388.0,14.0,4307.0,4.0,2573.0,158.0,3905.0,193.0,4222.0,,,,
2025-08-16,Golden,Unknown,daily,1,8003032,1,2083382,3,821642,1,373888,1,323869,1.0,410493.0,1,159000,3,115915,1.0,369678.0,2,118312,2,90961,1,62828,2,41337,1.0,138057.0,1.0,102638.0,10.0,24769.0,1,16700,12.0,54810.0,2.0,5741.0,12,11217,25.0,41363.0,2.0,39932.0,16.0,4062.0,1CPZ5BxNNd0n0nF4Orb9JS,75.0,330500.0,75.0,284117.0,107.0,247602.0,46.0,137322.0,18.0,109673.0,57.0,107133.0,28.0,89255.0,11.0,122684.0,36.0,85859.0,65.0,74027.0,52.0,105908.0,41.0,46070.0,156.0,54424.0,117.0,59048.0,39.0,41626.0,8.0,39191.0,1.0,33534.0,1.0,29965.0,9.0,41518.0,15.0,27625.0,26.0,17610.0,27.0,12999.0,115.0,15214.0,,,6.0,11425.0,70.0,10835.0,132.0,14164.0,141.0,9017.0,82.0,7109.0,195.0,11544.0,50.0,7543.0,149.0,5617.0,39.0,6818.0,,,21.0,5426.0,74.0,4275.0,108.0,5321.0,30.0,4587.0,131.0,5958.0,11.0,4173.0,5.0,2542.0,151.0,4014.0,169.0,4529.0,,,,
2025-08-17,Golden,Unknown,daily,1,7546598,1,1939219,3,820955,1,369486,1,306163,1.0,393003.0,1,147279,3,108533,1.0,335298.0,2,113709,2,90383,1,60020,2,37768,1.0,125091.0,1.0,95407.0,7.0,24037.0,1,15359,12.0,51223.0,1.0,5724.0,11,12087,21.0,38044.0,2.0,37629.0,15.0,4004.0,1CPZ5BxNNd0n0nF4Orb9JS,83.0,284546.0,80.0,253214.0,108.0,213753.0,43.0,128159.0,13.0,105745.0,51.0,102708.0,30.0,87909.0,6.0,113806.0,32.0,78855.0,63.0,73785.0,49.0,111287.0,36.0,42329.0,138.0,47865.0,112.0,54212.0,38.0,36718.0,8.0,38790.0,1.0,33537.0,1.0,29064.0,7.0,37926.0,15.0,26480.0,30.0,22827.0,29.0,12545.0,111.0,15276.0,,,5.0,11333.0,69.0,9776.0,115.0,13200.0,136.0,8780.0,77.0,6520.0,175.0,10725.0,48.0,6608.0,138.0,5392.0,41.0,6049.0,,,16.0,5438.0,80.0,3857.0,90.0,5070.0,33.0,4581.0,118.0,5443.0,7.0,4140.0,4.0,2529.0,132.0,3600.0,176.0,4054.0,,,,
